,País,Ano,Quantidade,Valor
846,Hungria,2020,5254,25250
847,Indonésia,2020,0,0
848,Irlanda,2020,0,0
849,Israel,2020,38239,224349
850,Itália,2020,9659999,32477890
851,Japão,2020,0,0
852,Iugoslávia,2020,0,0
853,Líbano,2020,12384,45908
854,Luxemburgo,2020,0,0
855,Macedônia,2020,0,0
856,Marrocos,2020,2160,8326
857,México,2020,33,181
858,Moldávia,2020,5832,8965
859,Montenegro,2020,0,0
860,Noruega,2020,0,0
861,Nova Zelândia,2020,15372,89763
862,Países Baixos (Holanda),2020,2285,22990
863,Panamá,2020,0,0
864,Peru,2020,0,0
865,Porto Rico,2020,54,1090
866,Portugal,2020,23627260,66353572
867,Reino Unido,2020,2586,22935
868,Republica Dominicana,2020,0,0
869,Romênia,2020,30635,70269
870,Rússia,2020,0,0
871,San Marino,2020,0,0
872,Sérvia,2020,0,0
873,Síria,2020,0,0
874,Suazilândia,2020,0,0
875,Suíça,2020,735,5848
876,"Tcheca, República",2020,0,0
877,Tunísia,2020,0,0
878,Turquia,2020,17563,55039
879,Ucrânia,2020,0,0
880,Uruguai,2020,4079076,10146829
881,Não consta na tabela,2020,0,0
882,Não declarados,2020,0,0
883,Outros,2020,0,0
884,Africa do Sul,2021,859169,2508140
885,Alemanha,2021,106541,546967
886,Argélia,2021,0,0
887,Arábia Saudita,2021,2510,8761
888,Argentina,2021,26869241,79527959
889,Armênia,2021,0,0
890,Austrália,2021,366875,1383093
891,Áustria,2021,13427,141822
892,Bermudas,2021,10,141
893,Bélgica,2021,0,0
894,Bolívia,2021,0,0
895,Bósnia-Herzegovina,2021,0,0
896,Brasil,2021,12602,39816
897,Bulgária,2021,34185,105623
898,Canada,2021,0,0
899,Chile,2021,69617587,182568098
900,China,2021,0,0
901,"Coreia do Sul, República",2021,0,0
902,Croácia,2021,17343,78954
903,Cuba,2021,0,0
904,Emirados Árabes Unidos,2021,0,0
905,Eslovênia,2021,42944,172141
906,Eslováquia,2021,0,0
907,Espanha,2021,8793911,23795616
908,Estados Unidos,2021,506405,2809649
909,França,2021,6241310,31428188
910,Geórgia,2021,19188,32901
911,"Geórgia do Sul e Sandwich do Sul, Ilhas",2021,1838,2915
912,Grécia,2021,13619,55228
913,Hong Kong,2021,0,0
914,Hungria,2021,20174,160816
915,Indonésia,2021,0,0
916,Irlanda,2021,0,0
917,Israel,2021,60281,298732
918,Itália,2021,11231625,39852162
919,Japão,2021,0,0
920,Iugoslávia,2021,0,0
921,Líbano,2021,24194,78872
922,Luxemburgo,2021,0,0
923,Macedônia,2021,0,0
924,Marrocos,2021,986,6958
925,México,2021,4,19
926,Moldávia,2021,25998,66480
927,Montenegro,2021,0,0
928,Noruega,2021,0,0
929,Nova Zelândia,2021,21995,137547
930,Países Baixos (Holanda),2021,0,0
931,Panamá,2021,0,0
932,Peru,2021,0,0
933,Porto Rico,2021,0,0
934,Portugal,2021,25925363,75668823
935,Reino Unido,2021,1164,9357
936,Republica Dominicana,2021,0,0
937,Romênia,2021,33770,99562
938,Rússia,2021,32179,64905
939,San Marino,2021,1095,2237
940,Sérvia,2021,3471,8302
941,Síria,2021,484,1280
942,Suazilândia,2021,0,0
943,Suíça,2021,7,157
944,"Tcheca, República",2021,225,5528
945,Tunísia,2021,0,0
946,Turquia,2021,0,0
947,Ucrânia,2021,0,0
948,Uruguai,2021,3788831,10063341
949,Não consta na tabela,2021,0,0
950,Não declarados,2021,0,0
951,Outros,2021,0,0
952,Africa do Sul,2022,738116,2266827
953,Alemanha,2022,92600,438595
954,Argélia,2022,0,0
955,Arábia Saudita,2022,0,0
956,Argentina,2022,27980574,87519642
957,Armênia,2022,2385,13668
958,Austrália,2022,579279,1590059
959,Áustria,2022,7403,53974
960,Bermudas,2022,1,4
961,Bélgica,2022,0,0
962,Bolívia,2022,0,0
963,Bósnia-Herzegovina,2022,0,0
964,Brasil,2022,1,5
965,Bulgária,2022,29929,43221
966,Canada,2022,884,11607
967,Chile,2022,68881232,184335335
968,China,2022,0,0
969,"Coreia do Sul, República",2022,0,0
970,Croácia,2022,887,35563
971,Cuba,2022,0,0
972,Emirados Árabes Unidos,2022,0,0
973,Eslovênia,2022,31509,127726
974,Eslováquia,2022,0,0
975,Espanha,2022,6487047,17187749
976,Estados Unidos,2022,393211,3023220
977,França,2022,4911903,25955232
978,Geórgia,2022,12506,26983
979,"Geórgia do Sul e Sandwich do Sul, Ilhas",2022,1788,2797
980,Grécia,2022,45440,148515
981,Hong Kong,2022,0,0
982,Hungria,2022,29260,160168
983,Indonésia,2022,0,0
984,Irlanda,2022,0,0
985,Israel,2022,19589,82489
986,Itália,2022,9622119,33330465
987,Japão,2022,0,0
988,Iugoslávia,2022,0,0
989,Líbano,2022,30149,182548
990,Luxemburgo,2022,0,0
991,Macedônia,2022,0,0
992,Marrocos,2022,13932,46497
993,México,2022,0,0
994,Moldávia,2022,38336,70282
995,Montenegro,2022,0,0
996,Noruega,2022,0,0
997,Nova Zelândia,2022,52265,403597
998,Países Baixos (Holanda),2022,0,0
999,Panamá,2022,0,0
1000,Peru,2022,17861,84084
1001,Porto Rico,2022,0,0
1002,Portugal,2022,24108787,64795326
1003,Reino Unido,2022,1655,19595
1004,Republica Dominicana,2022,0,0
1005,Romênia,2022,47715,99616
1006,Rússia,2022,0,0
1007,San Marino,2022,0,0
1008,Sérvia,2022,0,0
1009,Síria,2022,1094,5187
1010,Suazilândia,2022,0,0
1011,Suíça,2022,0,0
1012,"Tcheca, República",2022,4950,12044
1013,Tunísia,2022,0,0
1014,Turquia,2022,22087,38817
1015,Ucrânia,2022,0,0
1016,Uruguai,2022,3394161,9867675
1017,Não consta na tabela,2022,0,0
1018,Não declarados,2022,0,0
1019,Outros,2022,0,0
1020,Africa do Sul,2023,522733,1732850
1021,Alemanha,2023,102456,557947
1022,Argélia,2023,0,0
1023,Arábia Saudita,2023,8,161
1024,Argentina,2023,25276991,83918138
1025,Armênia,2023,3542,24336
1026,Austrália,2023,432829,1568550
1027,Áustria,2023,16832,145475
1028,Bermudas,2023,6,879
1029,Bélgica,2023,0,0
1030,Bolívia,2023,1170,10920
1031,Bósnia-Herzegovina,2023,0,0
1032,Brasil,2023,6229,76894
1033,Bulgária,2023,40281,95232
1034,Canada,2023,14,1062
1035,Chile,2023,62358765,170146247
1036,China,2023,0,0
1037,"Coreia do Sul, República",2023,0,0
1038,Croácia,2023,1107,9160
1039,Cuba,2023,8,261
1040,Emirados Árabes Unidos,2023,0,0
1041,Eslovênia,2023,28806,124283
1042,Eslováquia,2023,0,0
1043,Espanha,2023,6591628,20097228
1044,Estados Unidos,2023,244276,1775713
1045,França,2023,4899631,30421272
1046,Geórgia,2023,17173,29084
1047,"Geórgia do Sul e Sandwich do Sul, Ilhas",2023,0,0
1048,Grécia,2023,45889,147724
1049,Hong Kong,2023,0,0
1050,Hungria,2023,41905,316481
1051,Indonésia,2023,0,0
1052,Irlanda,2023,0,0
1053,Israel,2023,48772,259405
1054,Itália,2023,8868133,34760596
1055,Japão,2023,86,3427
1056,Iugoslávia,2023,0,0
1057,Líbano,2023,14328,106610
1058,Luxemburgo,2023,0,0
1059,Macedônia,2023,8522,17172
1060,Marrocos,2023,603,2349
1061,México,2023,0,0
1062,Moldávia,2023,0,0
1063,Montenegro,2023,51189,138741
1064,Noruega,2023,0,0
1065,Nova Zelândia,2023,28665,254138
1066,Países Baixos (Holanda),2023,9,354
1067,Panamá,2023,0,0
1068,Peru,2023,12276,58862
1069,Porto Rico,2023,2021,4481
1070,Portugal,2023,25099409,71970948
1071,Reino Unido,2023,1808,32757
1072,Republica Dominicana,2023,0,0
1073,Romênia,2023,36775,98835
1074,Rússia,2023,0,0
1075,San Marino,2023,0,0
1076,Sérvia,2023,0,0
1077,Síria,2023,0,0
1078,Suazilândia,2023,320,6968
1079,Suíça,2023,2109,101111
1080,"Tcheca, República",2023,0,0
1081,Tunísia,2023,0,0
1082,Turquia,2023,0,0
1083,Ucrânia,2023,0,0
1084,Uruguai,2023,2905567,9276001
1085,Não consta na tabela,2023,0,0
1086,Não declarados,2023,0,0
1087,Outros,2023,0,0
