,Categoria,Nome Produto,Tipo,Ano,Total_Produzido,Total_Comercializado
551,outros,bagaceira,derivado,2018,2100,6929
552,outros,licor de bagaceira,derivado,2018,0,0
553,outros,vinagre,derivado,2018,25367,0
554,outros,borra líquida,derivado,2018,255100,0
555,outros,borra seca,derivado,2018,70480,721280
556,vinho,vinho composto,derivado,2018,0,249165
557,outros,pisco,derivado,2018,0,0
558,vinho,vinho orgânico,derivado,2018,0,0
559,espumante,espumante orgânico,derivado,2018,0,0
560,outros,destilado alcoólico simples de bagaceira ,derivado,2018,0,0
561,vinho,vinho acidificado ,derivado,2018,0,0
562,outros,mosto parcialmente fermentado ,derivado,2018,0,0
563,outros,outros derivados,derivado,2018,0,0
564,vinho,tinto,vinho mesa,2019,121045115,158519218
565,vinho,branco,vinho mesa,2019,22032828,20661836
566,vinho,rosado,vinho mesa,2019,1551794,1265435
567,vinho,tinto,vinho fino vinífera,2019,17389377,11433702
568,vinho,branco,vinho fino vinífera,2019,18193055,3747362
569,vinho,rosado,vinho fino vinífera,2019,2032990,503524
570,suco,suco de uva integral,suco de uva,2019,50239767,0
571,suco,suco de uva concentrado,suco de uva,2019,26861009,0
572,suco,suco de uva adoçado,suco de uva,2019,120320,0
573,suco,suco de uva orgânico,suco de uva,2019,0,0
574,suco,suco de uva reconstituído,suco de uva,2019,584256,0
575,espumante,espumante,derivado,2019,52176,0
576,espumante,espumante moscatel,derivado,2019,515800,8997187
577,espumante,base espumante,derivado,2019,0,115468
578,espumante,base espumante moscatel,derivado,2019,1962443,0
579,outros,base champenoise champanha,derivado,2019,274903,0
580,outros,base charmat champanha,derivado,2019,1188095,0
581,outros,bebida de uva,derivado,2019,0,0
582,outros,polpa de uva,derivado,2019,1480269,0
583,outros,mosto simples,derivado,2019,135614344,0
584,outros,mosto concentrado,derivado,2019,0,0
585,outros,mosto de uva com bagaço,derivado,2019,645816,0
586,outros,mosto dessulfitado,derivado,2019,1000,0
587,outros,mistelas,derivado,2019,3000,3765
588,outros,néctar de uva,derivado,2019,32519,0
589,outros,licorosos,derivado,2019,0,0
590,outros,compostos,derivado,2019,0,0
591,outros,jeropiga,derivado,2019,0,0
592,outros,filtrado,derivado,2019,0,0
593,outros,frisante,derivado,2019,0,0
594,vinho,vinho leve,derivado,2019,0,306
595,vinho,vinho licoroso,derivado,2019,99485,465964
596,outros,brandy,derivado,2019,0,5015
597,outros,destilado,derivado,2019,0,309
598,outros,bagaceira,derivado,2019,10495,8746
599,outros,licor de bagaceira,derivado,2019,1507,0
600,outros,vinagre,derivado,2019,76096,0
601,outros,borra líquida,derivado,2019,901431,0
602,outros,borra seca,derivado,2019,25996,153770
603,vinho,vinho composto,derivado,2019,0,366549
604,outros,pisco,derivado,2019,3372,0
605,vinho,vinho orgânico,derivado,2019,0,2554
606,espumante,espumante orgânico,derivado,2019,0,311
607,outros,destilado alcoólico simples de bagaceira ,derivado,2019,0,0
608,vinho,vinho acidificado ,derivado,2019,0,0
609,outros,mosto parcialmente fermentado ,derivado,2019,0,0
610,outros,outros derivados,derivado,2019,0,0
611,vinho,tinto,vinho mesa,2020,103916391,189573423
612,vinho,branco,vinho mesa,2020,19568734,24589607
613,vinho,rosado,vinho mesa,2020,715289,1394901
614,vinho,tinto,vinho fino vinífera,2020,15451883,18202453
615,vinho,branco,vinho fino vinífera,2020,15487915,5115133
616,vinho,rosado,vinho fino vinífera,2020,1576888,993248
617,suco,suco de uva integral,suco de uva,2020,40718523,0
618,suco,suco de uva concentrado,suco de uva,2020,27963865,0
619,suco,suco de uva adoçado,suco de uva,2020,107289,0
620,suco,suco de uva orgânico,suco de uva,2020,471610,0
621,suco,suco de uva reconstituído,suco de uva,2020,0,0
622,espumante,espumante,derivado,2020,32399,0
623,espumante,espumante moscatel,derivado,2020,689139,9298571
624,espumante,base espumante,derivado,2020,0,23703
625,espumante,base espumante moscatel,derivado,2020,3006705,0
626,outros,base champenoise champanha,derivado,2020,200777,0
627,outros,base charmat champanha,derivado,2020,2487939,0
628,outros,bebida de uva,derivado,2020,0,0
629,outros,polpa de uva,derivado,2020,1803472,0
630,outros,mosto simples,derivado,2020,80355474,0
631,outros,mosto concentrado,derivado,2020,0,0
632,outros,mosto de uva com bagaço,derivado,2020,3078256,0
633,outros,mosto dessulfitado,derivado,2020,5000,0
634,outros,mistelas,derivado,2020,0,1201
635,outros,néctar de uva,derivado,2020,46000,0
636,outros,licorosos,derivado,2020,0,0
637,outros,compostos,derivado,2020,0,0
638,outros,jeropiga,derivado,2020,2000,1267
639,outros,filtrado,derivado,2020,0,0
640,outros,frisante,derivado,2020,0,0
641,vinho,vinho leve,derivado,2020,0,396
642,vinho,vinho licoroso,derivado,2020,48678,362340
643,outros,brandy,derivado,2020,0,7966
644,outros,destilado,derivado,2020,0,200
645,outros,bagaceira,derivado,2020,0,7610
646,outros,licor de bagaceira,derivado,2020,5800,0
647,outros,vinagre,derivado,2020,10000,0
648,outros,borra líquida,derivado,2020,509378,0
649,outros,borra seca,derivado,2020,167587,146260
650,vinho,vinho composto,derivado,2020,0,63625
651,outros,pisco,derivado,2020,1000,0
652,vinho,vinho orgânico,derivado,2020,18700,10718
653,espumante,espumante orgânico,derivado,2020,0,742
654,outros,destilado alcoólico simples de bagaceira ,derivado,2020,500,0
655,vinho,vinho acidificado ,derivado,2020,65000,0
656,outros,mosto parcialmente fermentado ,derivado,2020,0,0
657,outros,outros derivados,derivado,2020,0,0
658,vinho,tinto,vinho mesa,2021,146075996,185653678
659,vinho,branco,vinho mesa,2021,26432799,22426954
660,vinho,rosado,vinho mesa,2021,1391200,1931606
661,vinho,tinto,vinho fino vinífera,2021,20433249,19337862
662,vinho,branco,vinho fino vinífera,2021,20867999,6139046
663,vinho,rosado,vinho fino vinífera,2021,2173750,1603537
664,suco,suco de uva integral,suco de uva,2021,68038479,0
665,suco,suco de uva concentrado,suco de uva,2021,32131218,0
666,suco,suco de uva adoçado,suco de uva,2021,40450,0
667,suco,suco de uva orgânico,suco de uva,2021,722117,0
668,suco,suco de uva reconstituído,suco de uva,2021,0,0
669,espumante,espumante,derivado,2021,70091,0
670,espumante,espumante moscatel,derivado,2021,11950,12240059
671,espumante,base espumante,derivado,2021,5475049,49734
672,espumante,base espumante moscatel,derivado,2021,5549471,0
673,outros,base champenoise champanha,derivado,2021,0,0
674,outros,base charmat champanha,derivado,2021,0,0
675,outros,bebida de uva,derivado,2021,2000,0
676,outros,polpa de uva,derivado,2021,1180578,0
677,outros,mosto simples,derivado,2021,153579926,0
678,outros,mosto concentrado,derivado,2021,0,0
679,outros,mosto de uva com bagaço,derivado,2021,618764,0
680,outros,mosto dessulfitado,derivado,2021,1532000,0
681,outros,mistelas,derivado,2021,2500,9075
682,outros,néctar de uva,derivado,2021,18187,0
683,outros,licorosos,derivado,2021,0,0
684,outros,compostos,derivado,2021,0,0
685,outros,jeropiga,derivado,2021,3540,1763
686,outros,filtrado,derivado,2021,0,0
687,outros,frisante,derivado,2021,1390,0
688,vinho,vinho leve,derivado,2021,0,0
689,vinho,vinho licoroso,derivado,2021,30000,376597
690,outros,brandy,derivado,2021,120,7311
691,outros,destilado,derivado,2021,0,175
692,outros,bagaceira,derivado,2021,12060,7676
693,outros,licor de bagaceira,derivado,2021,0,0
694,outros,vinagre,derivado,2021,7500,0
695,outros,borra líquida,derivado,2021,116450,0
696,outros,borra seca,derivado,2021,16789,414100
697,vinho,vinho composto,derivado,2021,160000,227116
698,outros,pisco,derivado,2021,0,0
699,vinho,vinho orgânico,derivado,2021,93884,18686
700,espumante,espumante orgânico,derivado,2021,2412,639
701,outros,destilado alcoólico simples de bagaceira ,derivado,2021,3000,0
702,vinho,vinho acidificado ,derivado,2021,0,0
703,outros,mosto parcialmente fermentado ,derivado,2021,543510,0
704,outros,outros derivados,derivado,2021,322,0
705,vinho,tinto,vinho mesa,2022,162844214,165067340
706,vinho,branco,vinho mesa,2022,30198430,20658933
707,vinho,rosado,vinho mesa,2022,1988968,2213723
708,vinho,tinto,vinho fino vinífera,2022,24417918,15258778
709,vinho,branco,vinho fino vinífera,2022,20896613,4956314
710,vinho,rosado,vinho fino vinífera,2022,2197265,1318396
711,suco,suco de uva integral,suco de uva,2022,35248305,0
712,suco,suco de uva concentrado,suco de uva,2022,29892550,0
713,suco,suco de uva adoçado,suco de uva,2022,79130,0
714,suco,suco de uva orgânico,suco de uva,2022,589094,0
715,suco,suco de uva reconstituído,suco de uva,2022,0,0
716,espumante,espumante,derivado,2022,70759,0
717,espumante,espumante moscatel,derivado,2022,27200,12204315
718,espumante,base espumante,derivado,2022,0,720603
719,espumante,base espumante moscatel,derivado,2022,6308043,0
720,outros,base champenoise champanha,derivado,2022,1146717,0
721,outros,base charmat champanha,derivado,2022,4078766,0
722,outros,bebida de uva,derivado,2022,0,0
723,outros,polpa de uva,derivado,2022,387886,0
724,outros,mosto simples,derivado,2022,126048241,0
725,outros,mosto concentrado,derivado,2022,0,0
726,outros,mosto de uva com bagaço,derivado,2022,0,0
727,outros,mosto dessulfitado,derivado,2022,0,0
728,outros,mistelas,derivado,2022,0,4080
729,outros,néctar de uva,derivado,2022,0,0
730,outros,licorosos,derivado,2022,0,0
731,outros,compostos,derivado,2022,0,0
732,outros,jeropiga,derivado,2022,5000,1392
733,outros,filtrado,derivado,2022,0,0
734,outros,frisante,derivado,2022,0,0
735,vinho,vinho leve,derivado,2022,0,27
736,vinho,vinho licoroso,derivado,2022,67000,385006
737,outros,brandy,derivado,2022,0,4407
738,outros,destilado,derivado,2022,0,33
739,outros,bagaceira,derivado,2022,4998,5594
740,outros,licor de bagaceira,derivado,2022,0,0
741,outros,vinagre,derivado,2022,16200,0
742,outros,borra líquida,derivado,2022,0,0
743,outros,borra seca,derivado,2022,0,122525
744,vinho,vinho composto,derivado,2022,0,32000
745,outros,pisco,derivado,2022,0,0
746,vinho,vinho orgânico,derivado,2022,88890,14947
747,espumante,espumante orgânico,derivado,2022,0,597
748,outros,destilado alcoólico simples de bagaceira ,derivado,2022,4300,0
749,vinho,vinho acidificado ,derivado,2022,0,0
750,outros,mosto parcialmente fermentado ,derivado,2022,0,0
751,outros,outros derivados,derivado,2022,247228,0
